comments,keywords
: 公雞頭,"[':', ' ', '公雞頭']"
: 還在那邊再遇到Gen會贏 贏個屌啦,"[':', ' ', '還在', '那邊', '再', '遇到', 'Gen', '會贏', ' ', '贏個', '屌', '啦']"
: Bin 選坦都能贏的世界線 G2還是乖乖回家吧,"[':', ' ', 'Bin', ' ', '選坦', '都', '能贏', '的', '世界', '線', ' ', 'G2', '還是', '乖乖', '回家吧']"
: 犽宿真的要選還是給上路玩吧 Caps去玩酒桶,"[':', ' ', '犽', '宿', '真的', '要選', '還是給', '上路', '玩吧', ' ', 'Caps', '去', '玩', '酒桶']"
: 牙膏已經是四隊中韓最菜跟狀態最低迷的了,"[':', ' ', '牙膏', '已經', '是', '四隊', '中韓', '最菜', '跟', '狀態', '最', '低迷', '的', '了']"
: 酒桶換個出裝感覺會更好 永霜沒傷害又沒坦度,"[':', ' ', '酒桶', '換個', '出裝感', '覺會', '更好', ' ', '永霜', '沒', '傷害', '又', '沒坦度']"
: Jinx六個頭開局，還能輸這麼慘,"[':', ' ', 'Jinx', '六個頭', '開局', '，', '還能輸', '這麼慘']"
: 韓總盡力局,"[':', ' ', '韓總盡', '力局']"
: 不然369能說BLG比較爛嗎,"[':', ' ', '不然', '369', '能', '說', 'BLG', '比', '較爛', '嗎']"
: 阿BIN這把存在感不高,"[':', ' ', '阿', 'BIN', '這把', '存在', '感不高']"
: 也沒有贏玩到輸 其實整場經濟都被壓著打==,"[':', ' ', '也', '沒', '有', '贏玩到', '輸', ' ', '其實', '整場', '經濟', '都', '被', '壓著', '打', '=', '=']"
: G2應該還是能偷到一場啦 兩隊都打超爛,"[':', ' ', 'G2', '應該', '還是', '能', '偷', '到', '一場', '啦', ' ', '兩隊', '都', '打', '超爛']"
: BLG打得有夠爛 還是輕鬆贏G2,"[':', ' ', 'BLG', '打得', '有', '夠爛', ' ', '還是', '輕', '鬆', '贏', 'G2']"
: Craps爛成這樣 真的是可以考慮退役了耶= =,"[':', ' ', 'Craps', '爛成', '這樣', ' ', '真的', '是', '可以', '考慮', '退役', '了', '耶', '=', ' ', '=']"
: 只是中間有一度以為要翻了 馬上又送回去==,"[':', ' ', '只是', '中間', '有', '一度', '以為', '要', '翻', '了', ' ', '馬', '上', '又', '送', '回去', '=', '=']"
: 韓總要這樣打 不如整場躲遠用w,"[':', ' ', '韓總要', '這樣', '打', ' ', '不如', '整場', '躲', '遠用', 'w']"
: CAPS老了就乖乖完冰女 加里歐,"[':', ' ', 'CAPS', '老', '了', '就', '乖乖', '完冰女', ' ', '加里', '歐']"
: 他巴龍那波扣風牆擋大就贏了,"[':', ' ', '他巴龍', '那波扣', '風牆', '擋', '大', '就', '贏了']"
: 又比較強了,"[':', ' ', '又', '比', '較強', '了']"
: 啊caps真的… 怎麼會這樣…,"[':', ' ', '啊', 'caps', '真的', '…', ' ', '怎麼', '會', '這樣', '…']"
: UBAO都沒退役了 為甚麼要CAPS退役,"[':', ' ', 'UBAO', '都', '沒', '退役', '了', ' ', '為', '甚麼', '要', 'CAPS', '退役']"
: 複數帽子真的好菜,"[':', ' ', '複', '數', '帽子', '真的', '好菜']"
: 阿彬奎桑提偏混啊 跟369左手的有差,"[':', ' ', '阿彬奎桑', '提偏', '混', '啊', ' ', '跟', '369', '左手', '的', '有', '差']"
: C9打Gen不知道有沒有機會比MAD打T1慘,"[':', ' ', 'C9', '打', 'Gen', '不', '知道', '有', '沒', '有', '機會', '比', 'MAD', '打', 'T1', '慘']"
: G2加油一點啦,"[':', ' ', 'G2', '加油', '一點', '啦']"
: 當年東山口中的CAPS已經是往事了,"[':', ' ', '當年', '東', '山口', '中', '的', 'CAPS', '已經', '是', '往事', '了']"
: 裝備不好就算了 連風牆都放不好,"[':', ' ', '裝備', '不好', '就算', '了', ' ', '連風牆', '都', '放', '不好']"
: 看到craps選carry角=輸,"[':', ' ', '看到', 'craps', '選', 'carry', '角', '=', '輸']"
: C9大概率是被車過去三把吧,"[':', ' ', 'C9', '大', '概率', '是', '被', '車過', '去', '三', '把', '吧']"
: BLG每輪都被嘴得像不配打msi的爛隊 結果還是迎了,"[':', ' ', 'BLG', '每輪', '都', '被', '嘴', '得', '像', '不配', '打', 'msi', '的', '爛隊', ' ', '結果', '還是', '迎', '了']"
: Bin玩坦就是醜到吐,"[':', ' ', 'Bin', '玩坦', '就是', '醜到', '吐']"
: 保韓總好嗎 不然肥了有啥用,"[':', ' ', '保韓', '總好', '嗎', ' ', '不然', '肥', '了', '有', '啥', '用']"
: G2現在看起來更像是不配打得爛隊,"[':', ' ', 'G2', '現在', '看', '起來', '更', '像是', '不配', '打得爛隊']"
: Caps退化速度跟shy哥不相上下啊 都99年但已經跟待退,"[':', ' ', 'Caps', '退化', '速度', '跟', 'shy', '哥', '不相上下', '啊', ' ', '都', '99', '年', '但', '已經', '跟', '待', '退']"
: 爽啊刺啊 XD,"[':', ' ', '爽', '啊', '刺', '啊', ' ', 'XD']"
: BLG 3:1 讚,"[':', ' ', 'BLG', ' ', '3', ':', '1', ' ', '讚']"
: 好了啦 都是暫停害我大韓總不交技能,"[':', ' ', '好', '了', '啦', ' ', '都', '是', '暫', '停害', '我', '大', '韓總不交', '技能']"
: 明明不作弊也能贏 偏偏要噁心人 真是賤,"[':', ' ', '明明', '不', '作弊', '也', '能贏', ' ', '偏偏', '要', '噁', '心人', ' ', '真是', '賤']"
: 超氣的 如果沒暫停G2就要贏了說,"[':', ' ', '超氣', '的', ' ', '如果', '沒暫', '停', 'G2', '就要', '贏了', '說']"
: 不想贏啊 含總,"[':', ' ', '不想', '贏啊', ' ', '含', '總']"
: 經典,"[':', ' ', '經典']"
: 一定是暫停G2才死一片，垃圾中國隊！,"[':', ' ', '一定', '是', '暫停', 'G2', '才', '死', '一片', '，', '垃圾', '中國隊', '！']"
: 好失望，韓總打的真的爛,"[':', ' ', '好', '失望', '，', '韓總打', '的', '真的', '爛']"
: 媽的 BLG太可惡了  剛剛暫停讓現在G2下水餃,"[':', ' ', '媽的', ' ', 'BLG', '太可惡', '了', ' ', ' ', '剛剛', '暫停', '讓', '現在', 'G2', '下水', '餃']"
: 笑死小丑雄☺,"[':', ' ', '笑', '死', '小丑', '雄', '☺']"
: 韓總也太醜==,"[':', ' ', '韓總', '也', '太醜', '=', '=']"
: 一定是暫停太長 害韓總忘記自已有閃QQ,"[':', ' ', '一定', '是', '暫', '停太長', ' ', '害韓', '總忘記', '自', '已有', '閃', 'QQ']"
: blg caps,"[':', ' ', 'blg', ' ', 'caps']"
: 韓總買多少 好扯 隨便殺,"[':', ' ', '韓總買', '多少', ' ', '好', '扯', ' ', '隨便', '殺']"
: 杰西戰地記者,"[':', ' ', '杰西', '戰地', '記者']"
: 爛到笑,"[':', ' ', '爛到', '笑']"
: 都是暫停害了我們韓總QQ,"[':', ' ', '都', '是', '暫', '停害', '了', '我們', '韓總', 'QQ']"
: 這場沒啦,"[':', ' ', '這場', '沒', '啦']"
: 死的也太簡單了吧,"[':', ' ', '死', '的', '也', '太', '簡單', '了', '吧']"
: 這雙C有夠離譜的 一個被掃死 一個閃現撞牆,"[':', ' ', '這雙', 'C', '有夠', '離譜', '的', ' ', '一個', '被', '掃', '死', ' ', '一個', '閃現', '撞', '牆']"
: elk送一把，你韓總送兩把,"[':', ' ', 'elk', '送', '一把', '，', '你', '韓總送', '兩', '把']"
: AD 零輸出死亡XDDD,"[':', ' ', 'AD', ' ', '零輸出', '死亡', 'XDDD']"
: caps 趕緊退休了 菜的已經污染賽場了,"[':', ' ', 'caps', ' ', '趕緊', '退休', '了', ' ', '菜', '的', '已經', '污染', '賽場', '了']"
: 可以關了3:1下班,"[':', ' ', '可以', '關了', '3', ':', '1', '下班']"
: 確實 都是暫停拐氣害到韓總==,"[':', ' ', '確實', ' ', '都', '是', '暫停', '拐', '氣害', '到', '韓總', '=', '=']"
: 喊作弊還不快寄信給拳頭 我快笑死,"[':', ' ', '喊', '作弊', '還', '不快', '寄信', '給拳頭', ' ', '我', '快', '笑', '死']"
: 韓總超爛  之前到底怎樣吹成歐洲第一AD,"[':', ' ', '韓總超爛', ' ', ' ', '之前', '到底', '怎樣', '吹成', '歐洲', '第一', 'AD']"
: 韓總狂風吃海浪？,"[':', ' ', '韓總狂', '風', '吃', '海浪', '？']"
: 韓薩馬大招吃飽,"[':', ' ', '韓薩馬大招', '吃', '飽']"
: 韓總就這樣被射死 我真的笑爛 醜爆,"[':', ' ', '韓總', '就', '這樣', '被', '射死', ' ', '我', '真的', '笑爛', ' ', '醜爆']"
: 韓總敗掉整個系列賽 哀..,"[':', ' ', '韓總敗', '掉', '整個', '系列', '賽', ' ', '哀', '..']"
: 這大東跟銅牌一樣，這走位直接自殺,"[':', ' ', '這大東', '跟', '銅牌', '一樣', '，', '這走位', '直接', '自殺']"
: G2粉:可以重賽嗎,"[':', ' ', 'G2', '粉', ':', '可以', '重賽', '嗎']"
: 拉基AD下去囉,"[':', ' ', '拉基', 'AD', '下去', '囉']"
: 到底怎樣吹成歐洲第一ad 應該是因為他們冬季冠軍吧,"[':', ' ', '到底', '怎樣', '吹成', '歐洲', '第一', 'ad', ' ', '應該', '是', '因為', '他們', '冬季', '冠', '軍', '吧']"
: 這韓總跟Doggo一樣 入圍賽/小組賽秀被吹上天,"[':', ' ', '這韓', '總', '跟', 'Doggo', '一樣', ' ', '入', '圍賽', '/', '小組', '賽秀', '被', '吹', '上天']"
: g2粉:比賽不公！,"[':', ' ', 'g2', '粉', ':', '比賽', '不公', '！']"
: R進塔想幹嘛,"[':', ' ', 'R', '進塔想', '幹', '嘛']"
: 上場被這AD送掉，這場也差不多,"[':', ' ', '上場', '被', '這', 'AD', '送掉', '，', '這場', '也', '差不多']"
: 韓總送的很爽喔,"[':', ' ', '韓總送', '的', '很爽', '喔']"
: 上頭不能講吧,"[':', ' ', '上頭', '不能', '講吧']"
: BD,"[':', ' ', 'BD']"
: ELK太肥了  G2沒了,"[':', ' ', 'ELK', '太肥', '了', ' ', ' ', 'G2', '沒', '了']"
: CAPS終於知道BD是唯一的道路,"[':', ' ', 'CAPS', '終於', '知道', 'BD', '是', '唯一', '的', '道路']"
: G2粉:BLG作弊 這場不算,"[':', ' ', 'G2', '粉', ':', 'BLG', '作弊', ' ', '這場', '不算']"
: G2又要等ELK開送了嗎,"[':', ' ', 'G2', '又', '要', '等', 'ELK', '開送', '了', '嗎']"
: 韓總到底在抖三小,"[':', ' ', '韓總', '到底', '在', '抖', '三', '小']"
: 韓總...,"[':', ' ', '韓總', '...']"
: 這AD收多少,"[':', ' ', '這', 'AD', '收', '多少']"
: 可以先喊BLG作弊了,"[':', ' ', '可以', '先喊', 'BLG', '作弊', '了']"
: 這些人是沒打過盧娜喔,"[':', ' ', '這些', '人', '是', '沒', '打過', '盧娜', '喔']"
: 韓總 真的好強,"[':', ' ', '韓總', ' ', '真的', '好強']"
: 這傑西好爛,"[':', ' ', '這傑', '西好爛']"
: 傑西只會打炮嗎,"[':', ' ', '傑西', '只會', '打炮', '嗎']"
: 韓總真的垃圾的可怕打成這德行,"[':', ' ', '韓總', '真的', '垃圾', '的', '可怕', '打成', '這', '德行']"
: 韓總好了啦....,"[':', ' ', '韓總好', '了', '啦', '....']"
: 感覺要開2了,"[':', ' ', '感覺', '要', '開', '2', '了']"
: 韓總出國是不是都很慘啊 根本歐洲DL,"[':', ' ', '韓總', '出國', '是不是', '都', '很慘', '啊', ' ', '根本', '歐洲', 'DL']"
: 這走位真的憨,"[':', ' ', '這走位', '真的', '憨']"
: 韓總下去囉,"[':', ' ', '韓總', '下去', '囉']"
: 歐洲Doggo,"[':', ' ', '歐洲', 'Doggo']"
: 韓總是真的爛 不知道為什麼,"[':', ' ', '韓總是', '真的', '爛', ' ', '不', '知道', '為', '什麼']"
: 韓總前面幾把打的還行ㄅ,"[':', ' ', '韓總', '前面', '幾把', '打', '的', '還行', 'ㄅ']"
: 這AD場場爆線超爛,"[':', ' ', '這', 'AD', '場場', '爆線', '超爛']"
: 不管啦作弊拐氣啦 叭叭叭,"[':', ' ', '不管', '啦', '作弊', '拐氣', '啦', ' ', '叭叭', '叭']"
: 走遠了吧 這關後面怎麼處理,"[':', ' ', '走遠', '了', '吧', ' ', '這關後面', '怎麼', '處理']"
: 韓總還行wwww,"[':', ' ', '韓總', '還行', 'wwww']"
: 上一把就是韓總送掉的,"[':', ' ', '上', '一把', '就是', '韓總', '送掉', '的']"
: 盾吃好吃滿,"[':', ' ', '盾', '吃', '好吃', '滿']"
: 哪裡還行阿 靠對放夠浪送了一場 其他都是被虐的,"[':', ' ', '哪裡', '還行', '阿', ' ', '靠', '對', '放夠', '浪送', '了', '一場', ' ', '其他', '都', '是', '被', '虐', '的']"
: G2粉:餅乾確實有問題 我同意重賽,"[':', ' ', 'G2', '粉', ':', '餅乾確', '實有', '問題', ' ', '我', '同意', '重賽']"
: 上一場有一說喔最初生的的是caps 輪不到韓總,"[':', ' ', '上', '一場', '有', '一', '說', '喔', '最初', '生', '的', '的', '是', 'caps', ' ', '輪', '不到', '韓總']"
: 打線場場爆 關鍵會戰各種暴斃 這還好？,"[':', ' ', '打線', '場場', '爆', ' ', '關鍵', '會戰', '各種', '暴斃', ' ', '這還', '好', '？']"
: 傑西只會EQ就不要選好不,"[':', ' ', '傑西', '只會', 'EQ', '就', '不要', '選好', '不']"
: 這把又是火龍,"[':', ' ', '這把', '又', '是', '火龍']"
: 問題最大的是caps吧,"[':', ' ', '問題', '最大', '的', '是', 'caps', '吧']"
: caps 最噁心到的是四把了一點屁用沒有,"[':', ' ', 'caps', ' ', '最', '噁', '心到', '的', '是', '四', '把', '了', '一點', '屁用', '沒有']"
: 還輪不到 就他被親的,"[':', ' ', '還輪', '不到', ' ', '就', '他', '被親', '的']"
: 韓總第一場被隊友搞後 後面一決不振了,"[':', ' ', '韓總', '第一', '場被', '隊友', '搞', '後', ' ', '後', '面一決', '不振', '了']"
: 這傑西也是很癢,"[':', ' ', '這傑西', '也', '是', '很', '癢']"
: 所以有沒有人做懶人包啊 是怎知道on四分鐘不能吃拖,"[':', ' ', '所以', '有', '沒', '有人', '做', '懶人包', '啊', ' ', '是', '怎', '知道', 'on', '四分', '鐘', '不能', '吃', '拖']"
: caps出錯裝??,"[':', ' ', 'caps', '出錯裝', '?', '?']"
: 騙到了嗎XXD,"[':', ' ', '騙到', '了', '嗎', 'XXD']"
: 這兩隊ad不是比爛的嗎,"[':', ' ', '這兩隊', 'ad', '不是', '比爛', '的', '嗎']"
: Caps確實最爛沒錯,"[':', ' ', 'Caps', '確實', '最爛', '沒錯']"
: 這AD讓ELK看起來像神一樣,"[':', ' ', '這', 'AD', '讓', 'ELK', '看起', '來', '像', '神一樣']"
: 到六分鐘喊啊 剛掛著看小說 只隱約聽到zod講一點==,"[':', ' ', '到', '六分', '鐘喊', '啊', ' ', '剛掛', '著', '看', '小', '說', ' ', '只', '隱約', '聽', '到', 'zod', '講一點', '=', '=']"
: 爽啦  BLG要贏了 屌打EU,"[':', ' ', '爽', '啦', ' ', ' ', 'BLG', '要贏', '了', ' ', '屌', '打', 'EU']"
: 今年打完CAPS能退役了吧 也太爛了,"[':', ' ', '今年', '打完', 'CAPS', '能', '退役', '了', '吧', ' ', '也', '太爛', '了']"
: 敗也韓總成也…好像也不是韓總,"[':', ' ', '敗', '也', '韓總成', '也', '…', '好像', '也', '不是', '韓總']"
: caps 那安妮給個正常人玩隨便贏得上一場,"[':', ' ', 'caps', ' ', '那', '安妮', '給個', '正常人', '玩', '隨便', '贏得', '上', '一場']"
: 哀看Caps變這樣真的難過，他也都不笑了,"[':', ' ', '哀看', 'Caps', '變', '這樣', '真的', '難過', '，', '他', '也', '都', '不', '笑', '了']"
: 不用爭了 整隊只有打野想贏而已,"[':', ' ', '不用', '爭', '了', ' ', '整隊', '只有', '打野', '想贏', '而已']"
: 88888888888888888888,"[':', ' ', '88888888888888888888']"
: gg,"[':', ' ', 'gg']"
: 被射爆了QQ,"[':', ' ', '被', '射', '爆', '了', 'QQ']"
: GG 應該沒了,"[':', ' ', 'GG', ' ', '應該', '沒', '了']"
: g2沒了,"[':', ' ', 'g2', '沒', '了']"
: 這要還能翻 BLG游回去吧,"[':', ' ', '這要', '還能', '翻', ' ', 'BLG', '游回去', '吧']"
: G2又輸一波團了   那個暫停真的害人不淺!,"[':', ' ', 'G2', '又', '輸', '一波團', '了', ' ', ' ', ' ', '那個', '暫停', '真的', '害人', '不淺', '!']"
: 韓總 CAPS怎麼又死了阿,"[':', ' ', '韓總', ' ', 'CAPS', '怎麼', '又', '死', '了', '阿']"
: 餅乾有問題啦==重賽好嗎,"[':', ' ', '餅乾有', '問題', '啦', '=', '=', '重賽', '好', '嗎']"
: 沒囉 虐菜場,"[':', ' ', '沒', '囉', ' ', '虐菜場']"
: 幹  要開2了,"[':', ' ', '幹', ' ', ' ', '要開', '2', '了']"
: 被射爛,"[':', ' ', '被', '射爛']"
: 乾 再皮阿 幹嘛硬打,"[':', ' ', '乾', ' ', '再皮', '阿', ' ', '幹嘛', '硬打']"
: 傑西真的只會EQ,"[':', ' ', '傑西', '真的', '只會', 'EQ']"
: 8888888,"[':', ' ', '8888888']"
: 也好 省的看太晚 早點結束也好,"[':', ' ', '也好', ' ', '省', '的', '看', '太晚', ' ', '早點', '結束', '也好']"
: 放假嘍,"[':', ' ', '放假', '嘍']"
: G2輸上一場本來就沒機會了,"[':', ' ', 'G2', '輸上', '一場', '本來', '就', '沒', '機會', '了']"
: 唉G2好爛QQ,"[':', ' ', '唉', 'G2', '好爛', 'QQ']"
: 被打爛,"[':', ' ', '被', '打爛']"
: 作弊賽區 ZZ,"[':', ' ', '作弊', '賽區', ' ', 'ZZ']"
: 沒啦 韓總戳兩場,"[':', ' ', '沒', '啦', ' ', '韓總', '戳', '兩場']"
: 好難看,"[':', ' ', '好難', '看']"
: Biscuit Lost Gaming,"[':', ' ', 'Biscuit', ' ', 'Lost', ' ', 'Gaming']"
: 能不能重賽阿,"[':', ' ', '能', '不能', '重賽', '阿']"
: 輸了，caps好爛,"[':', ' ', '輸', '了', '，', 'caps', '好爛']"
: 啊現在打團就比較爛還要去接團 昏了,"[':', ' ', '啊', '現在', '打團', '就', '比', '較爛', '還要', '去', '接團', ' ', '昏', '了']"
: 沒了 繼續扣閃回去慢慢按,"[':', ' ', '沒', '了', ' ', '繼續', '扣', '閃', '回去', '慢慢', '按']"
: 又是垃圾時間了,"[':', ' ', '又', '是', '垃圾', '時間', '了']"
: 好了啦伊拉克不送了 沒翻盤點了,"[':', ' ', '好', '了', '啦', '伊拉克', '不送', '了', ' ', '沒翻', '盤點', '了']"
: ELK很愛狂風上前 給他一個上前容易秒人的,"[':', ' ', 'ELK', '很愛狂', '風', '上前', ' ', '給他', '一個', '上前', '容易', '秒', '人', '的']"
: 韓粉：BLG作弊,"[':', ' ', '韓粉', '：', 'BLG', '作弊']"
: 笑死 一個金人把g2技能全騙光,"[':', ' ', '笑', '死', ' ', '一個', '金人', '把', 'g2', '技能', '全騙', '光']"
: elk 7,"[':', ' ', 'elk', ' ', '7']"
: G2都優勢全被AD送掉，那個自殺太離譜,"[':', ' ', 'G2', '都', '優勢', '全', '被', 'AD', '送掉', '，', '那個', '自殺', '太離', '譜']"
: G2是不是要趕快同意重賽,"[':', ' ', 'G2', '是不是', '要', '趕快', '同意', '重賽']"
: 除非BLG自己戳爆，送幸福,"[':', ' ', '除非', 'BLG', '自己', '戳', '爆', '，', '送', '幸福']"
: 歐美趕快滾吧 醜死了,"[':', ' ', '歐美', '趕快', '滾', '吧', ' ', '醜死', '了']"
: 這閃現尾刀ㄟ xun那個閃是不用交的吧,"[':', ' ', '這閃現', '尾刀', 'ㄟ', ' ', 'xun', '那個', '閃', '是', '不用', '交', '的', '吧']"
: 送爽爽笑死 萬無一失,"[':', ' ', '送', '爽爽', '笑', '死', ' ', '萬無一失']"
: Caps爛成這樣U寶還打不贏zzz,"[':', ' ', 'Caps', '爛成', '這樣', 'U', '寶還', '打不贏', 'zzz']"
: 爛死了 這屆還沒看過那麼爛的黑甲欸,"[':', ' ', '爛死', '了', ' ', '這屆', '還沒', '看過', '那麼爛', '的', '黑甲', '欸']"
: 可憐 被打穿,"[':', ' ', '可憐', ' ', '被', '打', '穿']"
: 作弊賽區 嘔嘔嘔嘔嘔,"[':', ' ', '作弊', '賽區', ' ', '嘔嘔', '嘔', '嘔', '嘔']"
: BLG:看起來不用暫停也能贏 多慮了,"[':', ' ', 'BLG', ':', '看起', '來', '不用', '暫停', '也', '能贏', ' ', '多慮', '了']"
: 路西恩這麽肥怎不放龍 可惜了,"[':', ' ', '路西', '恩', '這', '麽', '肥', '怎不放龍', ' ', '可惜', '了']"
: 一定是餅乾不能吃害G2輸的,"[':', ' ', '一定', '是', '餅乾', '不能', '吃害', 'G2', '輸', '的']"
: G2打一打失智了,"[':', ' ', 'G2', '打', '一打', '失智', '了']"
: 沒了 不可能翻 恭喜LPL  揚威LPL  輕鬆晉級!!!,"[':', ' ', '沒', '了', ' ', '不', '可能', '翻', ' ', '恭喜', 'LPL', ' ', ' ', '揚威', 'LPL', ' ', ' ', '輕', '鬆', '晉', '級', '!', '!', '!']"
: 超爛….腳色超不熟悉,"[':', ' ', '超爛', '…', '.', '腳色', '超', '不', '熟悉']"
: Caps真的太爛了...牙膏已經很爛了但他突破下限,"[':', ' ', 'Caps', '真的', '太爛', '了', '...', '牙膏', '已經', '很爛', '了', '但', '他', '突破', '下限']"
: BLG暫停戰術已經成功了,"[':', ' ', 'BLG', '暫停', '戰術', '已經', '成功', '了']"
: 懶,"[':', ' ', '懶']"
: 很會滑,"[':', ' ', '很會', '滑']"
: 看來G2就走到這了 中韓外唯一希望QQ,"[':', ' ', '看來', 'G2', '就', '走', '到', '這了', ' ', '中', '韓外', '唯一', '希望', 'QQ']"
: Caps 爛到笑,"[':', ' ', 'Caps', ' ', '爛到', '笑']"
: craps超爛,"[':', ' ', 'craps', '超爛']"
: ?????為什麼會在那邊被抓,"[':', ' ', '?', '?', '?', '?', '?', '為', '什麼', '會', '在', '那邊', '被', '抓']"
: CAPS?????,"[':', ' ', 'CAPS', '?', '?', '?', '?', '?']"
: 好悶 暫停那麼久回來是虐殺局==,"[':', ' ', '好悶', ' ', '暫停', '那麼', '久', '回來', '是', '虐', '殺局', '=', '=']"
: Caps到底= =,"[':', ' ', 'Caps', '到底', '=', ' ', '=']"
: BLG的MVP是韓總,"[':', ' ', 'BLG', '的', 'MVP', '是', '韓總']"
: 韓沙馬有夠廢 趕快滾回家吧,"[':', ' ', '韓沙馬', '有夠', '廢', ' ', '趕快', '滾', '回家吧']"
: Cap…,"[':', ' ', 'Cap', '…']"
: 輸給餅乾QQ,"[':', ' ', '輸給餅', '乾', 'QQ']"
: G2太爛了吧 加油點啊 我想看第5場啊,"[':', ' ', 'G2', '太爛', '了', '吧', ' ', '加油', '點啊', ' ', '我', '想', '看', '第', '5', '場啊']"
: Caps怎麼可以這麼爛RRRRR,"[':', ' ', 'Caps', '怎麼', '可以', '這麼爛', 'RRRRR']"
: Caps為什麼可以那麼爛,"[':', ' ', 'Caps', '為', '什麼', '可以', '那麼爛']"
: 好啦 最後還是中韓四隊,"[':', ' ', '好', '啦', ' ', '最後還', '是', '中', '韓四隊']"
: caps 在那邊回家到底什麼意思 ==,"[':', ' ', 'caps', ' ', '在', '那邊', '回家', '到底', '什麼', '意思', ' ', '=', '=']"
: 要雷幾場,"[':', ' ', '要雷', '幾場']"
: 盧仙好滑啊,"[':', ' ', '盧仙', '好', '滑', '啊']"
: 又懶,"[':', ' ', '又', '懶']"
: Caps到底是啥廢物，在那邊回城,"[':', ' ', 'Caps', '到底', '是', '啥', '廢物', '，', '在', '那邊', '回城']"
: 廢到笑欸,"[':', ' ', '廢到', '笑', '欸']"
: 我以為MVP是 BLG韓總,"[':', ' ', '我', '以', '為', 'MVP', '是', ' ', 'BLG', '韓總']"
: 退化到不忍直視欸,"[':', ' ', '退化', '到', '不忍', '直視', '欸']"
: 中輔下都不行,"[':', ' ', '中輔', '下', '都', '不行']"
: 醜到爆,"[':', ' ', '醜到', '爆']"
: g2這雙c超級爛,"[':', ' ', 'g2', '這雙', 'c', '超級爛']"
: caps 真的爛的沒有下限的那種太誇張了,"[':', ' ', 'caps', ' ', '真的', '爛的', '沒有', '下限', '的', '那種', '太', '誇張', '了']"
: 現在G2粉是不是希望重賽阿 嘻嘻 阿應該都是寄生的,"[':', ' ', '現在', 'G2', '粉', '是不是', '希望', '重賽', '阿', ' ', '嘻嘻', ' ', '阿應', '該', '都', '是', '寄生', '的']"
: 只要不要依賴上野開團 BLG還是碾壓的,"[':', ' ', '只要', '不要', '依賴', '上野', '開團', ' ', 'BLG', '還是', '碾壓', '的']"
: 一套技能半血 怎打,"[':', ' ', '一套', '技能', '半血', ' ', '怎打']"
: 虐,"[':', ' ', '虐']"
: 歐美最後希望就這樣沒了.........,"[':', ' ', '歐美', '最', '後', '希望', '就', '這樣', '沒', '了', '.........']"
: 浪費大家時間,"[':', ' ', '浪費', '大家', '時間']"
: caps快退役吧,"[':', ' ', 'caps', '快', '退役', '吧']"
: 賽前早一堆人說 G2撿到一局極限了 正常發揮,"[':', ' ', '賽前', '早', '一堆', '人', '說', ' ', 'G2', '撿', '到', '一局', '極限', '了', ' ', '正常', '發揮']"
: 火龍魂可以恭喜blg了,"[':', ' ', '火龍魂', '可以', '恭喜', 'blg', '了']"
: G2這雙C真的對不起隊友努力,"[':', ' ', 'G2', '這雙', 'C', '真的', '對', '不起', '隊友', '努力']"
: Craps跟Hans Chan輪流搶著背鍋,"[':', ' ', 'Craps', '跟', 'Hans', ' ', 'Chan', '輪流', '搶', '著', '背鍋']"
: G2雙C都很爛,"[':', ' ', 'G2', '雙', 'C', '都', '很爛']"
: 活該== 上一把沒把握住,"[':', ' ', '活該', '=', '=', ' ', '上', '一把', '沒', '把握住']"
: 中下打這麼爛 其實早該贏了 要不是ELK上上場滑上去,"[':', ' ', '中下', '打', '這麼爛', ' ', '其實', '早', '該贏', '了', ' ', '要不是', 'ELK', '上', '上場', '滑上去']"
: 笑牙膏爛 結果CAPS更沒有下限,"[':', ' ', '笑', '牙膏', '爛', ' ', '結果', 'CAPS', '更', '沒', '有', '下限']"
: BLG正義必勝 3:1 萬無一失,"[':', ' ', 'BLG', '正義必勝', ' ', '3', ':', '1', ' ', '萬無一失']"
: 上一場要贏的也是雙c在搞,"[':', ' ', '上', '一場', '要贏', '的', '也', '是雙', 'c', '在', '搞']"
: G2 ban露露 放魯娜  選大東  是什麼邏輯,"[':', ' ', 'G2', ' ', 'ban', '露露', ' ', '放魯娜', ' ', ' ', '選大東', ' ', ' ', '是', '什麼', '邏輯']"
: 上把真的活該,"[':', ' ', '上', '把', '真的', '活該']"
: 好啦 EU就是比較爛啊  實力說話 揚威LPL!!,"[':', ' ', '好', '啦', ' ', 'EU', '就是', '比', '較爛', '啊', ' ', ' ', '實力', '說', '話', ' ', '揚威', 'LPL', '!', '!']"
: 韓總前兩把還行.Caps是爛整個系列,"[':', ' ', '韓總前', '兩', '把', '還行', '.', 'Caps', '是爛', '整個', '系列']"
: caps 這操作怎麼有臉拿老黑啊，老高給斷劍阿,"[':', ' ', 'caps', ' ', '這', '操作', '怎麼', '有', '臉', '拿', '老', '黑', '啊', '，', '老高', '給斷', '劍', '阿']"
: G2的雙C都是垃圾，其他三人還有亮點,"[':', ' ', 'G2', '的雙', 'C', '都', '是', '垃圾', '，', '其他', '三人', '還有', '亮點']"
: Caps就是你想的到的比賽的垃圾操作全占了，然後團戰,"[':', ' ', 'Caps', '就是', '你', '想', '的', '到', '的', '比賽', '的', '垃圾', '操作', '全占', '了', '，', '然後團戰']"
